CNAM - CCAM version 78 applicable 01/02/2025,,,,,,,,,,
Code,,Texte,Activité,Phase,"Tarif
Secteur 1 / adhérent OPTAM/OPTAM-ACO
(en euro)","Tarif
Hors secteur 1 / hors adhérent OPTAM/OPTAM-ACO
(en euro)",Rembt. ss Cdtions,Accord Préalable,Exo. TM,Regroupement
17.02.07,,Examen anatomocytopathologique expertal,,,,,,,,
,,Le pathologiste expert doit exercer en relation avec un centre de compétence ou de référence et disposer dans son environnement des moyens techniques nécessaires pour aboutir à un diagnostic et un pronostic dans le champ des pathologies relevant de son expertise ,,,,,,,,
,,,,,,,,,,
ZZQX065,,Examen histopathologique ou cytopathologique pour second avis,1,0,60.00,60.00,,,5,ATM
,,A l'exclusion de : Examen histopathologique ou cytopathologique de cancer rare pour seconde lecture (ZZQX086),,,,,,,,
,,Coder éventuellement : la réalisation de techniques complémentaires d'anatomie et cytologie pathologiques nécessaires à l'avis expertal,,,,,,,,
,,"Par lésion de diagnostic difficile, on entend : une lésion dont l’interprétation de l'examen histopathologique ou cytopathologique, incluant la séquence de colorations standards et éventuellement spéciales, de l'immunocytohistochimie et autres techniques, ne permet pas à l'observateur d'aboutir à un diagnostic de certitude ou aboutit à des diagnostics différents suivant les observateurs ou encore ne permet pas d’aboutir à une évaluation complète des facteurs pronostiques et prédictifs",,,,,,,,
,,"Indication : le pathologiste confronté au problème d'une lésion de diagnostic difficile ayant une incidence pronostique ou thérapeutique, qu’il ne peut résoudre seul en respectant son obligation de moyens, adresse à son initiative, à un expert de son choix, le matériel nécessaire à cette expertise de seconde intention, conformément aux recommandations de bonne pratique en vigueur",,,,,,,,
,,"Environnement : Dans ou en relation avec un centre de compétence ou de référence, tels que définis par la Haute Autorité de santé dans son rapport d'évaluation technologique de décembre 2009",,,,,,,,
,,Recueil prospectif de données : le pathologiste à l'initiative de la demande renseigne l'outil de suivi des demandes d'avis mis en place par l'Association Française d’Assurance Qualité en Anatomie et Cytologie Pathologiques [AFAQAP] sous l’égide du Conseil National Professionnel d’Anatomie et Cytologie Pathologiques (CNPath),,,,,,,,
,,"Facturation :
  – par un pathologiste expert dans le domaine concerné, identifié dans l'outil de suivi des demandes d'avis mis en place par l'Association Française d’Assurance Qualité en Anatomie et Cytologie Pathologiques [AFAQAP] sous l'égide du Conseil National Professionnel d'Anatomie et Cytologie Pathologiques (CNPath)
  – ne peut pas être facturé pour :
l'envoi d'un compte rendu complémentaire au compte rendu initial
un cancer rare relevant d'un circuit de double lecture systématique des prélèvements tumoraux mis en place par l'Institut national du cancer [INCa]
des demandes de techniques supplémentaires seules
la réalisation par le pathologiste expert d'une technique déjà réalisée en première intention par le pathologiste demandeur
– deux techniques complémentaires au plus peuvent être facturées par l’expert en lien avec cet examen de second avis
",,,,,,,,
ZZQX086,,Examen histopathologique ou cytopathologique de cancer rare pour seconde lecture,1,0,,,,,5,ATM
,,Examen histopathologique ou cytopathologique de cancer rare pour double lecture,,,,,,,,
,,Indication : cancers entrant dans le champ des missions des réseaux nationaux anatomopathologiques pour cancers rares dont la liste est actualisée et publiée par l'Institut national du cancer [INCa],,,,,,,,
,,Environnement : dans le cadre d'un réseau labellisé comme réseau national de référence pour cancers rares,,,,,,,,
,,,,,,,,,,
17.030000000000001,,"ACTES THÉRAPEUTIQUES, SANS PRÉCISION TOPOGRAPHIQUE",,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.03.01,,"Évacuation de collection, sans précision topographique",,,,,,,,
,,,,,,,,,,
ZZJJ003,,"Évacuation d'une collection d'un organe superficiel, par voie transcutanée avec guidage échographique",1,0,26.57,20.90,,,1,ATM
"[F, P, S, U]",,"À l'exclusion de : évacuation de collection de la glande mammaire, par voie transcutanée avec guidage échographique et/ou radiologique (QEJH001)",,,,,,,,
,,(ZZLP025),,,,,,,,
ZZJJ002,,"Évacuation de plusieurs collections d'un organe superficiel, par voie transcutanée avec guidage échographique",1,0,47.99,20.90,,,1,ATM
"[F, P, S, U]",,"À l'exclusion de : évacuation de collection de la glande mammaire, par voie transcutanée avec guidage échographique et/ou radiologique (QEJH001)",,,,,,,,
,,(ZZLP025),,,,,,,,
ZZJJ013,,"Évacuation d'une collection d'un organe profond, par voie transcutanée avec guidage échographique",1,0,69.42,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH002,,"Évacuation d'une collection d'un organe profond, par voie transcutanée avec guidage radiologique",1,0,98.08,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH001,,"Évacuation d'une collection d'un organe profond, par voie transcutanée avec guidage scanographique",1,0,45.05,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJJ011,,"Évacuation d'une collection d'un organe profond, par voie intracavitaire avec guidage échographique",1,0,77.13,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJJ012,,"Évacuation de plusieurs collections d'un organe profond, par voie transcutanée avec guidage échographique",1,0,94.27,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH004,,"Évacuation de plusieurs collections d'un organe profond, par voie transcutanée avec guidage radiologique",1,0,154.48,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH008,,"Évacuation de plusieurs collections d'un organe profond, par voie transcutanée avec guidage scanographique",1,0,58.41,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJJ009,,"Évacuation de plusieurs collections d'un organe profond, par voie intracavitaire avec guidage échographique",1,0,91.70,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJJ001,,"Évacuation de collection d'un organe profond, par voie transcutanée avec guidage remnographique [IRM]",1,0,41.80,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
,,,,,,,,,,
17.03.02,,"Drainage de collection, sans précision topographique",,,,,,,,
,,,,,,,,,,
ZZJJ007,,"Drainage d'une collection d'un organe superficiel, par voie transcutanée avec guidage échographique",1,0,49.71,19.20,,,1,ATM
"[F, P, S, U]",,"À l'exclusion de : drainage de collection du sein, par voie transcutanée avec guidage échographique et/ou radiologique (QEJH002)",,,,,,,,
,,(ZZLP025),,,,,,,,
ZZJJ010,,"Drainage de plusieurs collections d'un organe superficiel, par voie transcutanée avec guidage échographique",1,0,66.85,19.20,,,1,ATM
"[F, P, S, U]",,"À l'exclusion de : drainage de collection du sein, par voie transcutanée avec guidage échographique et/ou radiologique (QEJH002)",,,,,,,,
,,(ZZLP025),,,,,,,,
ZZJJ008,,"Drainage d'une collection d'un organe profond, par voie transcutanée avec guidage échographique",1,0,107.98,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH007,,"Drainage d'une collection d'un organe profond, par voie transcutanée avec guidage radiologique",1,0,122.60,38.40,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH003,,"Drainage d'une collection d'un organe profond, par voie transcutanée avec guidage scanographique",1,0,61.88,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJJ004,,"Drainage de plusieurs collections d'un organe profond, par voie transcutanée avec guidage échographique",1,0,149.12,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH006,,"Drainage de plusieurs collections d'un organe profond, par voie transcutanée avec guidage radiologique",1,0,177.77,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJH005,,"Drainage de plusieurs collections d'un organe profond, par voie transcutanée avec guidage scanographique",1,0,78.71,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJJ006,,"Drainage de collection d'un organe profond, par voie transcutanée avec guidage remnographique [IRM]",1,0,41.80,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ZZJJ005,,"Drainage de collection d'un organe profond, par voie intracavitaire avec guidage échographique",1,0,113.12,41.80,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
,,,,,,,,,,
17.03.03,,"Injection d'agent pharmacologique, par voie transcutanée avec guidage",,,,,,,,
,,,,,,,,,,
ZZLJ002,,"Injection d'agent pharmacologique dans un organe superficiel, par voie transcutanée avec guidage échographique",1,0,10.28,9.60,,,1,ATM
,,,,,,,,,,
ZZLJ001,,"Injection d'agent pharmacologique dans un organe profond, par voie transcutanée avec guidage échographique",1,0,83.99,19.20,,,1,ATM
,,"À l'exclusion de : 
- injection intraovulaire d'agent pharmacologique pour grossesse extra-utérine, par voie transvaginale avec guidage échographique (JJLJ001) 
- sclérose d'un kyste intraabdominal par injection d'agent pharmacologique, par voie transcutanée avec guidage échographique et/ou radiologique (ZCNH001) 
- sclérose de plusieurs kystes intraabdominaux par injection d'agent pharmacologique, par voie transcutanée avec guidage échographique et/ou radiologique (ZCNH004) 
- sclérose de tumeur intraabdominale par injection intralésionnelle d'agent pharmacologique, par voie transcutanée avec guidage échographique et/ou radiologique (ZCNH005)
- sclérose d'un kyste du rein par injection d'agent pharmacologique, par voie transcutanée avec guidage scanographique (JANH002)
- sclérose de plusieurs kystes du rein par injection d'agent pharmacologique, par voie transcutanée avec guidage scanographique (JANH001)",,,,,,,,
,,,,,,,,,,
17.03.04,,Administration d'agent pharmacologique anticancéreux,,,,,,,,
,,,,,,,,,,
ZZLF900,,"Séance d'administration locorégionale intrartérielle d'agent pharmacologique anticancéreux par un dispositif implanté, sans CEC, sans hyperthermie",1,0,Non pris en charge,Non pris en charge,,,1,ATM
ZZLF004,,"Administration locorégionale d'agent pharmacologique anticancéreux par voie artérielle, avec CEC, avec hyperthermie",1,0,177.38,167.39,,,1,ATM
"[A, 3]",,"Indication : perfusion de membre isolé : traitement palliatif des mélanomes avancés localement inopérables, traitement adjuvant des sarcomes des tissus mous localement inopérables",,,,,,,,
,,Formation : spécifique à cet acte en plus de la formation initiale,,,,,,,,
,,"Environnement : spécifique ; chirurgiens cardiovasculaires et/ou chirurgiens oncologues, présence d’un médecin isotopiste, déclaration particulière de la salle.",,,,,,,,
,,anesthésie,4,0,124.48,124.48,,,1,ADA
,,(GELE001),,,,,,,,
ZZNL016,,Irradiation interne par injection intraveineuse transcutanée d'un agent pharmacologique radio-isotopique,1,0,180.44,180.44,,,1,ATM
[G],,"À l'exclusion de : irradiation interne
- de la glande thyroïde par administration d'iode 131 (KCNL003, KCNL004) 
- d'une lésion osseuse par injection intraveineuse d'agent pharmacologique radio-isotopique (PANL001)",,,,,,,,
,,,,,,,,,,
17.03.05,,Transport intrahospitalier,,,,,,,,
,,"Par surveillance médicalisée du transport d'un patient, on entend : préparation au transport et transport aller et retour d'un patient, avec surveillance médicalisée au cours de l'acte ayant motivé le transport.",,,,,,,,
,,,,,,,,,,
ZZQP001,,Surveillance médicalisée du transport intrahospitalier d'un patient non ventilé,1,0,,,,,1,ATM
ZZQP003,,Surveillance médicalisée du transport intrahospitalier d'un patient ventilé,1,0,,,,,1,ATM
,,,,,,,,,,
17.03.06,,"Autres actes thérapeutiques, sans précision topographique",,,,,,,,
,,,,,,,,,,
ZZGP001,,"Mobilisation ou ablation de dispositif de drainage, sous anesthésie générale ou locorégionale",1,0,41.80,41.80,,,1,ADC
"[A, F, P, S, U, 7, 3]",,anesthésie,4,0,71.95,71.95,,,1,ADA
,,(GELE001),,,,,,,,
ZZKP001,,"Changement de dispositif de drainage, sous anesthésie générale ou locorégionale",1,0,104.50,104.50,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 7, 3]",,anesthésie,4,0,74.20,74.20,,,1,ADA
,,(GELE001),,,,,,,,
QZGA010,,Ablation d'un système diffuseur ou d'une pompe souscutané implanté,1,0,41.80,41.80,,,1,ADC
"[F, P, S, U]",,(ZZLP025),,,,,,,,
QZKA007,,Changement d'un système diffuseur ou d'une pompe souscutané implanté,1,0,104.50,104.50,,,1,ADC
"[F, J, K, T, P, S, U, O]",,(ZZLP025),,,,,,,,
,,,,,,,,,,
17.039999999999999,,RADIOTHÉRAPIE EXTERNE,,,,,,,,
,,Facturation : établissement d'un protocole de traitement présentable au contrôle médical à sa demande,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.04.01,,Préparation à une irradiation externe,,,,,,,,
,,"Par repérage, on entend : détection des volumes-cibles et des organes à risque sur les images obtenues lors de l'acquisition des données anatomiques et délimitation de leurs contours.",,,,,,,,
,,"Par acquisition des données anatomiques, on entend : obtention des informations anatomiques de la zone à irradier, en position de traitement, à l'aide d'un appareil d'imagerie :
– échographe
– scanographe
– remnographe [IRM]
– tépographe
– simulateur ou appareil à fonction simulateur",,,,,,,,
,,"Par simulation d'irradiation externe, on entend : préparation balistique à une irradiation externe.",,,,,,,,
,,"Par dosimétrie, on entend : calcul et tracé des courbes isodoses.",,,,,,,,
,,"Par dosimétrie tridimensionnelle, on entend : calcul et tracé des courbes isodoses sur au moins 10 coupes de scanographie ou de remnographie.",,,,,,,,
,,"Par fusion numérique multimodale (ZZQL021), on entend : mise en correspondance spatiale d'images acquises par des techniques différentes. Elle comporte deux étapes fondamentales : le recalage et la visualisation. Le recalage est la recherche de la transformation géométrique qui aligne les données.",,,,,,,,
,,Environnement : spécifique : concertation pluridisciplinaire,,,,,,,,
,,,,,,,,,,
17.04.01.01,,Préparation sans dosimétrie,,,,,,,,
,,,,,,,,,,
ZZMK014,,"Préparation à une irradiation externe sans dosimétrie, avec simulation sous l'appareil de traitement",1,0,126.92,126.92,,,1,ATM
,,À l'exclusion de : préparation à une radiothérapie de contact intracavitaire (ZZMP018),,,,,,,,
,,"(ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMK002,,"Préparation à une irradiation externe sans dosimétrie, avec simulation à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée",1,0,126.92,126.92,,,1,ATM
,,"(ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMK013,,"Préparation à une irradiation externe sans dosimétrie, avec simulation à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,126.92,126.92,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)",,,,,,,,
,,,,,,,,,,
17.04.01.02,,Préparation avec dosimétrie bidimensionnelle,,,,,,,,
,,,,,,,,,,
ZZMK026,,"Préparation à une irradiation externe avec repérage par simulateur-scanographe, dosimétrie bidimensionnelle et simulation à l'aide d'un simulateur-scanographe",1,0,244.67,244.67,,,1,ATM
,,"(ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMK028,,"Préparation à une irradiation externe avec repérage par simulateur-scanographe, dosimétrie bidimensionnelle, simulation à l'aide d'un simulateur-scanographe et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,244.67,244.67,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMK001,,"Préparation à une irradiation externe avec repérage par scanographe, dosimétrie bidimensionnelle et simulation à l'aide d'un simulateur ou d'un scanographe à fonction simulateur intégrée",1,0,244.67,244.67,,,1,ATM
,,"(ZZML002, ZZMP015, ZZMP017)", , ,,,,,,
ZZMK017,,"Préparation à une irradiation externe avec repérage par scanographe, dosimétrie bidimensionnelle, simulation à l'aide d'un simulateur ou d'un scanographe à fonction simulateur intégrée et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,277.64,277.64,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)", , ,,,,,,
,,,,,,,,,,
17.04.01.03,,Préparation avec dosimétrie tridimensionnelle sans histogramme dose-volume [HDV],,,,,,,,
,,,,,,,,,,
ZZMK016,,"Préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle sans HDV, simulation à l'aide d'un simulateur ou d'un scanographe à fonction simulateur intégrée et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,475.95,475.95,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMK011,,"Préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle sans HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,634.60,634.60,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)",,,,,,,,
,,,,,,,,,,
17.04.01.04,,Préparation avec dosimétrie tridimensionnelle avec histogramme dose-volume [HDV],,,,,,,,
,,,,,,,,,,
ZZMK018,,"Préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et fabrication de filtre compensateur personnalisé ou de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,634.60,634.60,,,1,ATM
,,"À l'exclusion de : préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et paramétrage d'un collimateur multilame pour modulation d'intensité (ZZMK024)",,,,,,,,
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017, ZZQL021)",,,,,,,,
ZZMK024,,"Préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et paramétrage d'un collimateur multilame pour modulation d'intensité",1,0,634.60,634.60,,,1,ATM
,,"Indication : tumeur de la tête et du cou lorsqu'une protection des glandes salivaires est nécessaire ; tumeur de la prostate ; tumeur du canal anal ; tumeur du col de l'utérus ; tumeur du rachis ; tumeur de la base du crâne et de la voûte, à l'exclusion de gliome de haut grade ; irradiation corporelle totale (RCMI par tomothérapie)", , ,,,,,,
,,"(YYYY128, ZZML002, ZZMP015, ZZMP017, ZZQL021)", , ,,,,,,
,,,,,,,,,,
17.04.01.05,,Préparations spécifiques à une irradiation externe,,,,,,,,
,,,,,,,,,,
ZZMP001,,Préparation à une irradiation corporelle totale,1,0,634.60,634.60,,,1,ATM
,,"À l'exclusion de : préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et paramétrage d'un collimateur multilame pour modulation d'intensité (ZZMK024)", , ,,,,,,
,,"(YYYY109, YYYY128, ZZML002, ZZMP017)", , ,,,,,,
QZMP003,,Préparation à une irradiation cutanée totale,1,0,634.60,634.60,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)",,,,,,,,
AGMP001,,Préparation à une irradiation externe du névraxe [irradiation craniospinale],1,0,634.60,634.60,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMP018,,Préparation à une radiothérapie de contact intracavitaire,1,0,158.65,158.65,,,1,ATM
,,Indication : cancer du rectum T1 à T3,,,,,,,,
,,Facturation : 3 maximum par patient,,,,,,,,
,,"(ZZML002, ZZMP017)",,,,,,,,
ZZMP012,,"Préparation à une irradiation intracrânienne en conditions stéréotaxiques en dose unique, avec pose de cadre effractif",,,,,,,,
,,"Indication : selon le patient, la taille et la localisation de la tumeur : méningiome, gliome, neurinome du nerf vestibulocochléaire [acoustique] [VIII], métastase cérébrale (moins de 3) ; malformation artérioveineuse",,,,,,,,
,,"Environnement : spécifique ; présence, à des temps différents, des spécialités concernées : radiothérapeute, neurochirurgien, neuroradiologue et physicien ",,,,,,,,
,,Phase 1 : pose du cadre crânien de stéréotaxie,1,1,,,,,1,ATM
,,Phase 2 : préparation à l'irradiation encéphalique en conditions stéréotaxiques en dose unique,1,2,668.00,668.00,,,1,ATM
,,"(ZZLP025, ZZML002, ZZMP015, ZZMP017, ZZQL021)",,,,,,,,
ZZMP016,,"Préparation à une irradiation externe en conditions stéréotaxiques sans synchronisation avec la respiration avec dosimétrie tridimensionnelle avec HDV après repérage par fusion numérique multimodale et simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle",1,0,634.60,634.60,,,1,ATM
,,Avec ou sans : pose de cadre crânien non effractif,,,,,,,,
,,"Indication : selon le patient, la taille et la localisation de la tumeur : méningiome, gliome, neurinome du nerf vestibulocochléaire [acoustique] [VIII], métastase cérébrale (moins de 3) ; malformation artérioveineuse ; tumeur du rachis",,,,,,,,
,,"(ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMP013,,"Préparation à une irradiation externe en conditions stéréotaxiques avec synchronisation avec la respiration avec dosimétrie tridimensionnelle avec HDV après repérage par fusion numérique multimodale et simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle",1,0,634.60,634.60,,,1,ATM
,,"Indication : tumeur bronchopulmonaire T1/T2 N0 M0, métastase bronchopulmonaire à croissance lente avec tumeur primitive contrôlée",,,,,,,,
,,"(ZZML002, ZZMP015, ZZMP017)",,,,,,,,
,,,,,,,,,,
17.04.01.06,,Autres actes de préparation à une irradiation externe,,,,,,,,
,,Ce sousparagraphe est vide dans cette version de la CCAM.,,,,,,,,
,,,,,,,,,,
17.04.01.07,,"Reprises de préparation à une irradiation externe, en cours de traitement",,,,,,,,
,,"Par reprise de préparation à une irradiation externe, on entend : réalisation d'une nouvelle préparation à une irradiation externe, en cours de traitement, 3 semaines au moins après son début. Elle peut être justifiée par :
- la modification de la morphologie du patient ;
- la modification du volume-cible irradié ;
- la nécessité de délivrer un complément de dose dans un volume réduit [surimpression] ;
- la nécessité d'une réduction de l'étendue des champs d'irradiation en raison de la présence ou de la proximité d'un organe à risque.",,,,,,,,
,,Facturation : 2 reprises maximum ; un délai de 15 jours doit être respecté entre la facturation de 2 reprises.,,,,,,,,
,,,,,,,,,,
ZZMK019,,"Reprise de préparation à une irradiation externe sans dosimétrie, avec simulation sous l'appareil de traitement",1,0,47.60,47.60,,,1,ATM
,,"(ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMK027,,"Reprise de préparation à une irradiation externe, dosimétrie bidimensionnelle, simulation à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,169.49,169.49,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)", , ,,,,,,
ZZMK022,,"Reprise de préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle sans HDV, simulation à l'aide d'un simulateur ou d'un scanographe à fonction simulateur intégrée et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,396.63,396.63,,,1,ATM
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017)",,,,,,,,
ZZMK020,,"Reprise de préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et fabrication de filtre compensateur personnalisé ou de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame",1,0,555.28,555.28,,,1,ATM
,,"À l'exclusion de : reprise de préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et paramétrage d'un collimateur multilame pour modulation d'intensité (ZZMK025)",,,,,,,,
,,"(YYYY109, YYYY128, ZZML002, ZZMP015, ZZMP017, ZZQL021)",,,,,,,,
ZZMK025,,"Reprise de préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et paramétrage d'un collimateur multilame pour modulation d'intensité",1,0,555.28,555.28,,,1,ATM
,,"Indication : tumeur de la tête et du cou ou de la sphère ORL lorsqu'une protection des glandes salivaires est nécessaire ; tumeur de la prostate ; tumeur du canal anal ;  tumeur du col de l'utérus ; tumeur du rachis en fonction de la nature anatomo-pathologique ; tumeur de la base du crâne et de la voûte, à l'exclusion des gliomes de haut grade ; irradiation corporelle totale (RCMI par tomothérapie).", , ,,,,,,
,,"(YYYY128, ZZML002, ZZMP015, ZZMP017, ZZQL021)", , ,,,,,,
,,,,,,,,,,
17.04.02,,Irradiation externe,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.04.02.01,,Séances d'irradiation externe,,,,,,,,
,,"Comprend : irradiation externe : 
 – par électrons
 – par photons",,,,,,,,
,,À l'exclusion de : irradiation externe avec utilisation de collimateur multilame pour modulation d'intensité (cf 17.04.02.02),,,,,,,,
,,"Par collimateur multilame, on entend : système de lames parallèles dont chacune est commandée par un moteur et peut se déplacer de manière indépendante ; le déplacement est contrôlé par le système informatique de la machine.",,,,,,,,
,,"Par imagerie portale, on entend : système d'imagerie numérique de contrôle permettant la vision de l'image d'un champ d'irradiation externe. ",,,,,,,,
,,"Par guidage par imagerie [image guided radiation therapy] [IGRT], on entend : système d'imagerie numérique permettant de vérifier le centrage des champs d'irradiation externe [contrôle balistique] et de corriger les positions des faisceaux. ",,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ZZNL061,,Séance d'irradiation externe par machine de puissance inférieure à 5 mégavolts [MV],1,0,,,,,1,ATM
,,Séance d'irradiation de contact de lésion cutanée, , ,,,,,,
,,À l'exclusion de : séance d'irradiation de contact endocavitaire (ZZNL066), , ,,,,,,
ZZNL053,,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], sans système de contrôle du positionnement",1,0,,,,,1,ATM
ZZNL064,,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'imagerie portale",1,0,,,,,1,ATM
,,(ZZML001), , ,,,,,,
ZZNL048,,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un collimateur multilame",1,0,,,,,1,ATM
ZZNL065,,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un collimateur multilame et d'imagerie portale",1,0,,,,,1,ATM
,,(ZZML001), , ,,,,,,
ZZNL062,,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un système de repositionnement ",1,0,,,,,1,ATM
,,"À l'exclusion de : séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un système de repositionnement guidé par imagerie [IGRT] (ZZNL063)", , ,,,,,,
,,(ZZML001), , ,,,,,,
ZZNL063,,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un système de repositionnement guidé par imagerie [IGRT]",1,0,,,,,1,ATM
,,"(ZZML001, ZZML003)", , ,,,,,,
,,,,,,,,,,
17.04.02.02,,Séances d'irradiation externe avec modulation d'intensité,,,,,,,,
,,Comprend : irradiation externe avec modulation d'intensité par collimateur multilame,,,,,,,,
,,,,,,,,,,
ZZNL050,,"Séance d'irradiation externe par accélérateur linéaire avec modulation d'intensité, sans contrôle de la position de la cible",1,0,,,,,1,ATM
,,"Radiothérapie conformationnelle avec modulation d'intensité [RCMI], sans guidage", , ,,,,,,
